#,Keyword,Country,Difficulty,Volume,CPC,CPS,Parent Keyword,Last Update,SERP Features,Global volume,Traffic potential,Global traffic potential,First seen,Intents,Languages,SV trend (03-2024 - 02-2026),SV Forecasting trend (03-2026 - 03-2027),Category
234,return on common stockholders equity calculator,us,5,10,,,roe calculator,2025-11-30 22:40:47,"People also ask,Sitelinks",10,400,600,2015-09-30,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
235,assets = liabilities equity chart,us,6,10,,,what is the accounting equation,2026-03-11 08:47:26,"People also ask,Video preview",60,900,4100,2020-09-28,"Informational,Non-branded,Non-local",English,,,Finance/Accounting and Auditing/Bookkeeping
236,list of private equity firms in new york,us,0,10,3.00,,private equity firms nyc,2026-01-05 04:50:35,"Local pack,Sitelinks,People also ask",10,450,450,2016-06-17,"Informational,Non-branded,Local",English,,,Finance/Investing/Funds
237,global equity tracker,us,0,10,,,global equity tracker,2025-12-31 05:51:38,People also ask,50,0,0,2020-01-23,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Funds
238,edward jones equity income buy list,us,0,10,4.50,,edward jones stock focus list,2026-03-19 02:04:32,"AI Overview,People also ask",20,50,50,2018-01-18,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
239,equity ratio calculator,us,2,10,,,equity percentage,2026-01-05 23:45:01,"Sitelinks,People also ask",40,100,300,2015-12-03,"Informational,Non-branded,Non-local",English,,,Finance/Financial Planning and Management
240,free equity release calculator uk,us,4,10,,,key equity release calculator,2026-03-16 14:03:28,People also ask,200,20,3600,2020-01-12,"Informational,Non-branded,Local",English,,,Finance/Financial Planning and Management/Retirement and Pension
241,shark tank equity calculator,us,0,10,,,shark tank valuation calculator,2025-12-20 00:23:02,"People also ask,Sitelinks",20,150,150,2018-09-06,"Informational,Branded,Non-local",English,,,Finance/Financial Planning and Management
242,"using the following information, prepare a trial balance. assume all asset, dividend, and expense accounts have debit balances and all liability, stockholders’ equity, and revenue accounts have credit balances. list the accounts in the following order: assets, liabilities, stockholders’ equity, dividends, revenues, and expenses.",us,0,,,,is dividends a debit or credit on trial balance,2024-03-18 09:17:54,"Thumbnail,People also ask,Image pack",,0,,,,,,,
243,capm cost of equity calculator,us,2,,,,cost of equity calculator,2026-03-04 10:01:59,"Sitelinks,People also ask",,200,300,2015-11-11,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
244,tsa pay equity chart 2023,us,8,,,,gs pay scale 2025,2025-11-19 08:10:04,"Sitelinks,People also ask",,2500,2500,2023-05-05,"Informational,Branded,Non-local",English,,,Finance
245,list of equity issuers,us,10,,,,six swiss exchange,2026-01-07 03:55:29,People also ask,,0,20,2021-12-15,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
246,monopoly go equity extravaganza milestones list,us,0,,,,equity extravaganza monopoly go rewards,2025-12-25 10:49:26,People also ask,,0,0,2023-11-03,"Informational,Branded,Non-local",English,,,Games/Computer and Video Games/Gaming Reference and Reviews
247,equity beta calculator,us,1,,,,unlevered beta calculator,2026-02-02 20:02:18,Sitelinks,,30,30,2017-04-11,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
248,total stockholders equity calculator,us,10,,,,shareholders equity formula,2026-03-17 18:07:17,"People also ask,Video preview",,1200,1900,2018-03-15,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
249,accounting equity calculator,us,19,,,,accounting calculator,,,,,,2016-08-28,"Informational,Non-branded,Non-local",English,,,Finance/Accounting and Auditing/Bookkeeping
250,home equity calculator interest only,us,14,,,,interest only calculator,,,,,,2016-08-23,"Informational,Non-branded,Non-local",English,,,Finance/Credit and Lending/Loans
251,spotify creator equity fund,us,5,,,,spotify creator equity fund,2026-03-14 17:41:21,People also ask,,0,0,2022-08-15,"Informational,Branded,Non-local",English,,,"Finance/Grants, Scholarships and Financial Aid/Study Grants and Scholarships"
252,equity extravaganza monopoly go prize list,us,0,,,,monopoly go equity extravaganza,2026-01-05 04:27:54,"Thumbnail,People also ask",,0,10,2023-11-03,"Informational,Branded,Non-local",English,,,Games/Computer and Video Games/Gaming Reference and Reviews
253,cost of equity capm calculator,us,1,,,,cost of equity calculator,2026-03-02 04:18:51,Sitelinks,,200,300,2015-09-13,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
254,loandepot home equity loan calculator,us,2,,6.00,,heloc loan,2026-03-12 14:15:47,"AI Overview,Thumbnail,People also ask,Sitelinks,Video preview",,900,900,2019-10-11,"Informational,Navigational,Commercial,Branded,Non-local",English,,,Finance/Credit and Lending/Loans
255,"""my lady, never a man in the wide world should have a fault to find with you. your name has gone out under heaven like the sweet honor of some god-fearing king, who rules in equity over the strong: his black lands bear both wheat and barley, fruit trees laden bright, new lambs at lambing time—and the deep sea gives great hauls of fish by his good strategy, his folk fare well.” based on the epic simile, the reader should envision penelope as a queen who is",us,0,,,,"read the passage from the odyssey - penelope. ""my lady, never a man in the wide world should have a fault to find with you. your name has gone out under heaven like the sweet honor of some god-fearing king, who rules in equity over the strong: his black lands bear both wheat and barley, fruit trees laden bright, new lambs at lambing time—and the deep sea gives great hauls of fish by his good strategy, his folk fare well.” based on the epic simile, the reader should envision penelope as a queen who is conscientious. decisive. judgmental. righteous.",2024-03-19 07:22:06,"People also ask,Image pack",,350,,,,,,,
256,"""my lady, never a man in the wide world should have a fault to find with you. your name has gone out under heaven like the sweet honor of some god-fearing king, who rules in equity over the strong: his black lands bear both wheat and barley, fruit trees laden bright, new lambs at lambing time—and the deep sea gives great hauls of fish by his good strategy, his folk fare well.” based on the epic simile, the reader should envision penelope as a queen who is conscientious. decisive. judgmental. righteous.",us,0,,,,"read the passage from the odyssey - penelope. ""my lady, never a man in the wide world should have a fault to find with you. your name has gone out under heaven like the sweet honor of some god-fearing king, who rules in equity over the strong: his black lands bear both wheat and barley, fruit trees laden bright, new lambs at lambing time—and the deep sea gives great hauls of fish by his good strategy, his folk fare well.” based on the epic simile, the reader should envision penelope as a queen who is conscientious. decisive. judgmental. righteous.",2024-03-16 17:10:12,"People also ask,Image pack",,350,,,,,,,
257,return on common equity calculator,us,11,,,,roe calculator,2025-12-25 23:39:48,"People also ask,Sitelinks",,400,600,2015-09-23,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
258,"when you compare your situation with that of a comparison other, you realize that your ratio of outcomes to inputs is significantly less than the other person's. according to equity theory, you would now perceive yourself to be in which state?",us,0,,,,"when you compare your situation with that of a comparison other, you realize that your ratio of outcomes to inputs is significantly less than the other person's. according to equity theory, you would now perceive yourself to be in which state?",2024-03-31 01:51:15,"Featured snippet,People also ask,Image pack",,0,,,,,,,
259,interest only equity line calculator,us,8,,,,interest only calculator,,,,,,2016-09-02,"Informational,Non-branded,Non-local",English,,,Finance/Credit and Lending/Loans
260,"after comparing your situation with that of a comparison other, you realize that your ratio of outcomes and inputs is greater than the other person's. according to equity theory, this is what type of a situation?",us,0,,,,process theories of motivation,2024-03-19 13:41:03,"Featured snippet,People also ask,Image pack",,350,,,,,,,
261,stockholder equity calculator,us,6,,,,shareholders equity formula,2026-03-05 08:20:32,"People also ask,Video preview",,1300,2100,2015-12-14,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
262,edward jones equity income buy list 2023,us,0,,4.00,,edward jones equity income buy list 2023,2025-12-26 10:15:01,"Sitelinks,People also ask",,0,0,2023-02-13,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
263,weekly equity fund flows chart,us,14,,1.30,,etf flow,2026-03-18 14:09:33,Sitelinks,,0,0,2020-12-25,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Funds
264,return on equity ratio calculator,us,14,,,,roe calculator,2026-03-10 03:31:15,"People also ask,Sitelinks,Video preview",10,300,500,2015-09-03,"Informational,Non-branded,Non-local",English,,,Finance/Investing
265,debt-equity ratio calculator,us,4,,0.00,,debt to equity ratio,2026-03-20 11:00:13,People also ask,10,13000,23000,2015-09-22,"Informational,Non-branded,Non-local",English,,,Finance/Financial Planning and Management
266,schwab equity rating a stocks list,us,0,,,,a rated stocks,2026-01-02 01:58:34,"People also ask,AI Overview,Sitelinks",,70,80,2020-12-23,"Informational,Branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
267,"parker ross owns a service business called ross hair care, which uses these accounts. in order to create a chart of accounts, you must first classify each account. for each account, select the type of account (assets, liabilities, owner’s equity, revenue, expenses) in the appropriate classification column.",us,0,,,,"parker ross owns a service business called ross hair care, which uses these accounts. in order to create a chart of accounts, you must first classify each account. for each account, select the type of account (assets, liabilities, owner’s equity, revenue, expenses) in the appropriate classification column.",2024-03-31 08:47:46,,,0,,,,,,,
268,"below is a list of activities for jayhawk corporation. required: select whether the transaction increases or decreases assets, liabilities, and stockholders' equity. leave blank if no effect. the first item is provided as an example.",us,0,,,,,2024-03-20 18:29:38,"Thumbnail,Image pack,People also ask",,,,,,,,,
269,mercer pay equity calculator,us,0,,,,pay equity tool,2026-03-15 20:58:13,Sitelinks,,20,20,2020-02-20,"Informational,Branded,Non-local",English,,,Business and Industrial/Business Operations/Human Resources
270,cost of common equity capital calculator,us,3,,,,,,,,,,2016-08-27,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
271,equity calculator accounting,us,4,,,,assets liabilities equity calculator,2026-03-08 15:40:10,"People also ask,Video preview",,10,10,2015-09-09,"Informational,Non-branded,Non-local",English,,,Finance/Accounting and Auditing
272,"which of the following statements is most consistent with the data shown in the table? responses there are a large number of women in the spanish legislature, but few women have been elected in kuwait. there are a large number of women in the spanish legislature, but few women have been elected in kuwait. spain and kuwait are countries that have very similar levels of economic and social development. spain and kuwait are countries that have very similar levels of economic and social development. an increase in per capita wealth will almost always result in an improvement in gender equity in a country. an increase in per capita wealth will almost always result in an improvement in gender equity in a country. spain and kuwait are countries that have very different levels of economic development. spain and kuwait are countries that have very different levels of economic development. there is a close correlation between the two statistics displayed on the chart above.",us,3,,,,which of the following statements is most consistent with the data shown in the table?,2024-03-21 02:45:10,People also ask,,200,,,,,,,
273,cost of equity calculator with beta,us,0,,,,cost of equity calculator,2026-01-05 01:15:01,"Sitelinks,People also ask",,600,800,2015-12-04,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
274,"read the passage from the odyssey - penelope. ""my lady, never a man in the wide world should have a fault to find with you. your name has gone out under heaven like the sweet honor of some god-fearing king, who rules in equity over the strong: his black lands bear both wheat and barley, fruit trees laden bright, new lambs at lambing time—and the deep sea gives great hauls of fish by his good strategy, his folk fare well.” based on the epic simile, the reader should envision penelope as a queen who is conscientious. decisive. judgmental. righteous.",us,0,,,,"read the passage from the odyssey - penelope. ""my lady, never a man in the wide world should have a fault to find with you. your name has gone out under heaven like the sweet honor of some god-fearing king, who rules in equity over the strong: his black lands bear both wheat and barley, fruit trees laden bright, new lambs at lambing time—and the deep sea gives great hauls of fish by his good strategy, his folk fare well.” based on the epic simile, the reader should envision penelope as a queen who is conscientious. decisive. judgmental. righteous.",2024-04-02 14:33:44,"People also ask,Image pack",,0,,,,,,,
275,average common stockholders equity calculator,us,6,,,,shareholders equity formula,2026-03-12 21:56:52,"Sitelinks,People also ask",,1200,1900,2016-05-05,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
276,return on common stockholders’ equity calculator,us,6,,,1.31,roe calculator,2026-03-19 18:42:50,People also ask,,250,400,2015-12-14,"Informational,Non-branded,Non-local",English,"15, 27, 10, 11, 5, 10, 10, 0, 0, 18, 7, 3, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",1,Finance/Investing/Stocks and Bonds
277,memo spotify creator equity fund february,us,7,,,,memo spotify 100m creator equity fund,2024-03-30 00:53:17,"Featured snippet,People also ask,Image pack",,0,,,,,,,
278,penfed home equity loan calculator,us,16,,3.00,,penfed mortgage calculator,2026-03-19 22:13:17,People also ask,,200,500,2020-02-23,"Informational,Navigational,Commercial,Branded,Non-local",English,,,Finance/Credit and Lending/Loans
279,forgivable equity builder grant,us,0,,,,forgivable equity builder loan,2026-03-18 01:47:48,"People also ask,Video preview",,100,100,2023-09-08,"Informational,Non-branded,Non-local",English,,,"Finance/Grants, Scholarships and Financial Aid/Government Grants; Real Estate"
280,memo spotify 100m creator equity february,us,8,,,,memo spotify 100m creator equity fund,2024-03-29 18:09:44,"Featured snippet,People also ask,Image pack",,0,,,,,,,
281,debt to owners equity ratio calculator,us,2,,,,debt to equity ratio,2026-03-01 02:47:58,"Sitelinks,People also ask",,12000,16000,2015-09-18,"Informational,Non-branded,Non-local",English,,,Finance/Financial Planning and Management
282,equity theatre list,us,5,,,,equity theatre list,2026-01-02 20:18:02,Sitelinks,30,0,0,2016-07-12,"Informational,Non-branded,Non-local",English,,,Arts and Entertainment/Performing Arts/Acting and Theater
283,under what major chart of accounts division are the owners' equity accounts for a corporation normally listed?,us,1,,,,,2024-03-17 09:27:07,"Featured snippet,People also ask,Image pack",,,,,,,,,
284,"fortune publishes data on sales, profits, assets, stockholders' equity, market value, and earnings per share for the 500 largest u.s. industrial corporations every year. assume that you want to select a simple random sample of 10 corporations from the fortune 500 list. use the last three digits in column 6 of the table of random numbers, beginning with 714. read down the column and identify the numbers of the 10 corporations that would be selected. (enter your answers as a comma-separated list.)",us,0,,,,,2024-03-21 03:49:08,"Thumbnail,Image pack",,,,,,,,,
285,list of equity theatres,us,0,,,,equity theatre list,2026-01-05 01:24:03,,,0,0,2016-12-31,"Informational,Non-branded,Non-local",English,,,Arts and Entertainment/Performing Arts/Acting and Theater
286,"the balance sheet presents multiple choice an explanation of the changes in the beginning and ending balances of stockholders’ equity. a comparison of the benefits and the sacrifices a company experiences from its operations. information in three categories including operating, investing, and financial activities. a list of a company’s assets and the sources of those assets.",us,0,,,,the balance sheet presents,2024-03-13 20:02:35,Image pack,,0,,,,,,,
287,monopoly go equity extravaganza rewards list,us,0,,,,equity extravaganza monopoly go rewards,2026-01-07 15:23:24,"People also ask,Thumbnail",,0,0,2023-11-03,"Informational,Branded,Non-local",English,,,Games/Computer and Video Games/Gaming Reference and Reviews
288,home equity line of credit calculator milwaukee,us,12,,,,heloc calculator,2026-01-05 14:21:32,"Sitelinks,People also ask",,82000,83000,2021-01-23,"Informational,Non-branded,Local",English,,,Finance/Credit and Lending/Loans
289,"the following is a list of accounts commonly seen in financial statements. identify whether each account appears on the balance sheet as an asset, a liability, or an equity account, or whether it appears on the income statement as a revenue or an expense.",us,12,,,,accounts payable asset or liability,2024-04-03 06:07:25,"People also ask,Image pack",,0,,,,,,,
290,list of equity theatres by state,us,0,,,,equity theatre list,2026-01-01 03:42:17,People also ask,,0,0,2020-01-24,"Informational,Non-branded,Non-local",English,,,Arts and Entertainment/Performing Arts/Acting and Theater
291,return on stockholders equity calculator,us,10,,,1.46,return on equity calculator,2026-03-02 15:36:53,"People also ask,Sitelinks",,450,1200,2015-09-22,"Informational,Non-branded,Non-local",English,,,Finance/Investing/Stocks and Bonds
292,forgivable equity builder loan 2023,us,1,,,,forgivable equity builder loan,2025-12-29 19:16:48,"Sitelinks,People also ask",,40,40,2023-01-12,"Informational,Branded,Non-local",English,,,Finance/Credit and Lending/Loans; Real Estate/Real Estate Services
293,equity residential login dashboard,us,5,,,,my equity,2026-03-07 14:47:47,Sitelinks,,3100,3100,2020-05-10,"Navigational,Branded,Non-local",English,,,Real Estate/Real Estate Services/Property Management
294,tsa pay equity chart,us,3,,,,tsa salary,2026-03-08 10:47:15,Sitelinks,,2000,2000,2022-12-31,"Informational,Branded,Non-local",English,,,Jobs and Education/Jobs/Career Resources and Planning
295,tsa pay equity calculator,us,4,,2.50,,tsa salary,2026-01-07 11:55:48,"Sitelinks,AI Overview,Thumbnail,People also ask",,1700,1700,2022-05-07,"Informational,Branded,Non-local",English,,,Finance; Jobs and Education/Jobs/Career Resources and Planning
296,memo spotify 100m creator equity fund,us,12,,,,spotify creator equity fund,2025-12-30 21:58:55,"Sitelinks,People also ask",,0,0,2023-03-22,"Informational,Branded,Non-local",English,,,Business and Industrial/Business Finance/Venture Capital; Finance/Investing/Funds
